search,result,viaf,lc,isni,ratio,partialRatio,tokenSort,tokenSet,avg,
"Knuttel, Gerhardus Wzn","Knuttel, G. (Gerhardus), Wzn., conservator Haags Gemeentemuseum, 1889-1968",http://viaf.org/viaf/77062659,http://id.loc.gov/authorities/names/nr89000234,http://isni.org/isni/0000000078199911,49,75,48,100,68,
"Koch, Bob","Koch, Robert A.",http://viaf.org/viaf/110929901,http://id.loc.gov/authorities/names/n80025820,http://isni.org/isni/0000000079807034,67,89,48,67,"67,75",
"Koch, Carl",,http://viaf.org/viaf/52437954,,,,,,,,
"Koch, Herbert","Koch, Herbert, 1886-1982",http://viaf.org/viaf/40564091,http://id.loc.gov/authorities/names/n79143051,http://isni.org/isni/000000011626560X,70,100,71,100,"85,25",
"Koch, Robert",,http://viaf.org/viaf/110929901,,,,,,,,
"Koechlin, Raymond","Koechlin, Raymond, 1860-1931",http://viaf.org/viaf/2602467,http://id.loc.gov/authorities/names/n00009862,http://isni.org/isni/0000000108632502,76,100,76,100,88,
"Koehler, Wilhelm Reinhold Walter",,http://viaf.org/viaf/13053998,,,,,,,,
"Kohlhaussen, Heinrich","Kohlhaussen, Heinrich, 1894-1970",http://viaf.org/viaf/760346,http://id.loc.gov/authorities/names/n87896869,http://isni.org/isni/0000000083387511,79,100,80,100,"89,75",
"Kolb, Carolyn","Kolb, Carolyn, 1942-....",http://viaf.org/viaf/43212699,http://id.loc.gov/authorities/names/n83121072,http://isni.org/isni/0000000023072120,70,100,83,100,"88,25",
"Koldewey, Robert","Koldewey, Robert, 1855-1925",http://viaf.org/viaf/69056187,http://id.loc.gov/authorities/names/nr94000402,http://isni.org/isni/000000010858351X,74,100,75,100,"87,25",
"Kolloff, éduard Ernst",,http://viaf.org/viaf/29666081,,,,,,,,
"Koltonski, Aleksander",,http://viaf.org/viaf/258401160,,,,,,,,
"Kondakov, Nikodim Pavlovich","Kondakov, Nikodim Pavlovi&#x10D;, 1844-1925",http://viaf.org/viaf/12457231,http://id.loc.gov/authorities/names/n85238466,http://isni.org/isni/0000000453900790,71,93,74,76,"78,5",
"Kootz, Samuel M.","Kootz, Samuel Melvin, 1898-1982",http://viaf.org/viaf/43898982,http://id.loc.gov/authorities/names/no97002250,http://isni.org/isni/0000000041131737,64,94,65,92,"78,75",
"Körte, Gustav",,http://viaf.org/viaf/19672328,,,,,,,,
"Koschatzky, Walter",,http://viaf.org/viaf/19679659,,,,,,,,
"Kostof, Spiro Konstantin","Kostof, Spiro",http://viaf.org/viaf/68972128,http://id.loc.gov/authorities/names/n84145107,http://isni.org/isni/0000000121380805,70,100,69,100,"84,75",
"Kozloff, Max","Kozloff, Max",http://viaf.org/viaf/96424582,http://id.loc.gov/authorities/names/n50044221,http://isni.org/isni/0000000110786543,100,100,100,100,100,
"Krahmer, Gerhard","Krahmer, Gerhard, 1890-1931",http://viaf.org/viaf/56360498,http://id.loc.gov/authorities/names/no2006022544,http://isni.org/isni/0000000072546839,77,94,75,100,"86,5",
"Kramm, Christiaan","Kramm, Christiaan, 1797-1875",http://viaf.org/viaf/74601687,http://id.loc.gov/authorities/names/no2014086346,http://isni.org/isni/0000000066788209,78,94,76,100,87,
"Kramrisch, Stella","Kramrisch, Stella, 1898-1993",http://viaf.org/viaf/7411864,http://id.loc.gov/authorities/names/n80120797,http://isni.org/isni/0000000448828528,76,100,76,100,88,
"Kraus, Franz Xaver","Kraus, Franz Xaver, 1840-1901",http://viaf.org/viaf/34580517,http://id.loc.gov/authorities/names/n82233177,http://isni.org/isni/0000000111509513,77,100,77,100,"88,5",
"Kraus, Henry",,http://viaf.org/viaf/112541953,,,,,,,,
"Kraus, Theodor",,http://viaf.org/viaf/100161369,,,,,,,,
"Krauss, Friedrich",,http://viaf.org/viaf/69728332,,,,,,,,
"Krauss, Rosalind E.","Krauss, Rosalind E.",http://viaf.org/viaf/39379282,http://id.loc.gov/authorities/names/n50044024,http://isni.org/isni/0000000121287635,100,100,100,100,100,
"Krautheimer, Richard","Krautheimer, Richard, 1897-1994",http://viaf.org/viaf/102327382,http://id.loc.gov/authorities/names/n81086393,http://isni.org/isni/0000000121458772,78,100,79,100,"89,25",
"Krautheimer-Hess, Trude",,http://viaf.org/viaf/88060811,,,,,,,,
"Kreis, Friedrich",,http://viaf.org/viaf/97975024,,,,,,,,
"Krens, Thomas","Krens, Thomas.",http://viaf.org/viaf/3130004,http://id.loc.gov/authorities/names/n86041576,http://isni.org/isni/0000000117377435,96,100,100,100,99,
"Kris, Ernst",,http://viaf.org/viaf/39379333,,,,,,,,
"Krischen, Friedrich","Krischen, Fritz, 1881-",http://viaf.org/viaf/76402799,http://id.loc.gov/authorities/names/n88114039,http://isni.org/isni/000000011071593X,63,68,65,65,"65,25",
"Kristeller, Paul","Kristeller, Paul Oskar, 1905-1999",http://viaf.org/viaf/56612115,http://id.loc.gov/authorities/names/n79043872,http://isni.org/isni/0000000121340037,65,100,65,100,"82,5",
"Krönig, Wolfgang","Kr&#xF6;nig, Wolfgang, 1904-1992",http://viaf.org/viaf/115070669,http://id.loc.gov/authorities/names/n85279700,http://isni.org/isni/0000000121484233,62,81,65,73,"70,25",
"Krubsacius, Friedrich August",,http://viaf.org/viaf/43028079,,,0,0,0,0,0,
"Kubach, Hans Erich","Kubach, Hans Erich, 1909-1999",http://viaf.org/viaf/110104417,http://id.loc.gov/authorities/names/n50047950,http://isni.org/isni/000000010934174X,77,100,77,100,"88,5",
"Kubler, George","Kubler, George, 1912-1996",http://viaf.org/viaf/68972116,http://id.loc.gov/authorities/names/n50047953,http://isni.org/isni/0000000123209817,72,100,72,100,86,
"Kugler, Franz",,http://viaf.org/viaf/11144782944875817983,,,,,,,,
"Kuh, Katharine","Kuh, Katharine",http://viaf.org/viaf/261874154,http://id.loc.gov/authorities/names/n50047961,http://isni.org/isni/0000000381685445,100,100,100,100,100,
"Kuhn, Charles L.","Kuhn, Charles Louis",http://viaf.org/viaf/23160773,http://id.loc.gov/authorities/names/no2010016930,http://isni.org/isni/0000000110453810,86,94,88,92,90,
"Kühn, Herbert","K&#xFC;hn, Herbert, 1895-",http://viaf.org/viaf/93126236,http://id.loc.gov/authorities/names/n50047266,http://isni.org/isni/0000000116872063,63,85,62,78,72,
"Kühnel, Ernst",,http://viaf.org/viaf/47556974,,,,,,,,
"Kuile, E. H., ter","Kuile, E.H. ter (Engelbert Hendrik), 1900-1988",http://viaf.org/viaf/46822377,http://id.loc.gov/authorities/names/no93004227,http://isni.org/isni/0000000116344412,48,88,48,100,71,
"Kultermann, Udo","Kultermann, Udo",http://viaf.org/viaf/109393649,http://id.loc.gov/authorities/names/n50046190,http://isni.org/isni/0000000121037919,100,100,100,100,100,
"Kümmel, Otto","K&#xFC;mmel, Otto, 1874-1952",http://viaf.org/viaf/57370564,http://id.loc.gov/authorities/names/nr91018502,http://isni.org/isni/0000000109048535,55,83,57,57,63,
"Künstle, Karl",,http://viaf.org/viaf/47517443,,,0,0,0,0,0,
"Kunze, Emil","Kunze, Emil, 1901-1994",http://viaf.org/viaf/29547382,http://id.loc.gov/authorities/names/n86827975,http://isni.org/isni/0000000108830963,67,100,67,100,"83,5",
"Kunze, Herbert","Kunze, Herb.",http://viaf.org/viaf/105557663,http://id.loc.gov/authorities/names/no2017025118,http://isni.org/isni/0000000074593735,85,92,87,87,"87,75",
"Kunzle, David","Kunzle, David, 1936-....",http://viaf.org/viaf/92008540,http://id.loc.gov/authorities/names/n80043619,http://isni.org/isni/0000000110767377,70,100,83,100,"88,25",
"Kurth, Betty",,http://viaf.org/viaf/108144928782854440514,,,,,,,,
"Kurth, Willy",,http://viaf.org/viaf/807337,,,,,,,,
"Kurz, Hilde",,http://viaf.org/viaf/210809835,,,,,,,,
"Kurz, Otto",,http://viaf.org/viaf/27066946,,,,,,,,
"Kuspit, Donald","Kuspit, Donald B. (Donald Burton), 1935-",http://viaf.org/viaf/97980214,http://id.loc.gov/authorities/names/n82219040,http://isni.org/isni/0000000121447571,52,100,55,100,"76,75",
"Kutschera-Woborsky, Oswald von",,http://viaf.org/viaf/57642477,,,0,0,0,0,0,
"L'Orange, Hans Peter","L'Orange, Hans Peter, 1903-1983",http://viaf.org/viaf/25816242,http://id.loc.gov/authorities/names/n79100780,http://isni.org/isni/0000000108812028,78,100,79,100,"89,25",
"Laborde, Léon-Emmanuel-Simon-Joseph, Comte de",,http://viaf.org/viaf/71393247,,,,,,,,
"Lacerda, Aaron de",,http://viaf.org/viaf/99903338,,,,,,,,
"Laclotte, Michel",,http://viaf.org/viaf/39379419,,,,,,,,
"Ladendorf, Heinz","Ladendorf, Heinz, 1909-1992",http://viaf.org/viaf/20475446,http://id.loc.gov/authorities/names/n85250260,http://isni.org/isni/0000000108773970,74,100,75,100,"87,25",
"Ladis, Andrew","Ladis, Andrew, 1949-2007",http://viaf.org/viaf/73955531,http://id.loc.gov/authorities/names/n82046018,http://isni.org/isni/0000000109157838,70,100,71,100,"85,25",
"Ladner, Gerhart","Ladner, Gerhart B., 1905-1993",http://viaf.org/viaf/111152160,http://id.loc.gov/authorities/names/n84092383,http://isni.org/isni/0000000109354110,68,100,70,100,"84,5",
"Lafenestre, Georges E.",,http://viaf.org/viaf/107524,,,0,0,0,0,0,
"Laffan, William M.","Laffan, William Mackay",http://viaf.org/viaf/29288072,http://id.loc.gov/authorities/names/no2006068558,http://isni.org/isni/0000000061519392,85,94,86,93,"89,5",
"Lafontaine-Dosogne, Jacqueline",,http://viaf.org/viaf/109167355,,,,,,,,
"Lafuente Ferrari, Enrique","Lafuente Ferrari, Enrique, 1898-1985.",http://viaf.org/viaf/61547978,http://id.loc.gov/authorities/names/n79059399,http://isni.org/isni/0000000121017475,83,96,83,100,"90,5",
"Lagrange, Léon","Lagrange, L&#xE9;on (1828-1868)",http://viaf.org/viaf/14856330,http://id.loc.gov/authorities/names/nr97028986,http://isni.org/isni/0000000054558019,61,73,56,80,"67,5",
"Lagrange, Marie Salomé",,http://viaf.org/viaf/237589259,,,0,0,0,0,0,
"Lairesse, Gérard de","Lairesse, G&#xE9;rard de, 1640-1711",http://viaf.org/viaf/7436560,http://id.loc.gov/authorities/names/n83136134,http://isni.org/isni/0000000108668097,67,68,53,79,"66,75",
"Lamb, Winifred","Lamb, Winifred",http://viaf.org/viaf/34813753,http://id.loc.gov/authorities/names/n79066770,http://isni.org/isni/0000000077250236,100,100,100,100,100,
"Lamo, Pietro","Lamo, Pietro, -1578",http://viaf.org/viaf/5071166,http://id.loc.gov/authorities/names/n88630145,http://isni.org/isni/0000000066408261,77,100,81,100,"89,5",
"Lampérez y Romea, Vicente",,http://viaf.org/viaf/22292974,,,,,,,,
"Lamprecht, Karl","Lamprecht, Karl, 1856-1915",http://viaf.org/viaf/5057383,http://id.loc.gov/authorities/names/n85108630,http://isni.org/isni/0000000122759438,73,100,74,100,"86,75",
"Lanciani, Rodolfo","Lanciani, Rodolfo, 1847-1929",http://viaf.org/viaf/100183003,http://id.loc.gov/authorities/names/n79071169,http://isni.org/isni/0000000121451060,76,100,76,100,88,
"Landino, Cristoforo",,http://viaf.org/viaf/42629956,,,,,,,,
"Landsberger, Franz","Landsberger, Franz, 1883-1964",http://viaf.org/viaf/59216108,http://id.loc.gov/authorities/names/n83214820,http://isni.org/isni/000000010906026X,77,100,77,100,"88,5",
"Lane, Barbara Miller",,http://viaf.org/viaf/92020759,,,,,,,,
"Lane, Edward Arthur","Lane, Arthur, 1909-1963",http://viaf.org/viaf/16017725,http://id.loc.gov/authorities/names/n50070434,http://isni.org/isni/0000000108735501,57,63,56,76,63,
"Lang, Susanne","Longo, Susanna.",http://viaf.org/viaf/62655117,http://id.loc.gov/authorities/names/no2014145386,http://isni.org/isni/0000000444606178,79,85,80,80,81,
"Langbehn, Julius","Langbehn, Julius, 1851-1907",http://viaf.org/viaf/100172421,http://id.loc.gov/authorities/names/n86005783,http://isni.org/isni/0000000118801402,74,100,75,100,"87,25",
"Lange, Julius",,http://viaf.org/viaf/42618974,,,,,,,,
"Lange, Konrad von",,http://viaf.org/viaf/49983578,,,,,,,,
"Langlotz, Ernst",,http://viaf.org/viaf/51830450,,,,,,,,
"Lányi, Jenö","L&#xE1;nyi, Jen&#xF6;",http://viaf.org/viaf/278208684,http://id.loc.gov/authorities/names/no00040837,http://isni.org/isni/0000000384780229,55,67,64,64,"62,5",
"Lanzi, Luigi Antonio","Lanzi, Luigi, 1732-1810",http://viaf.org/viaf/78760428,http://id.loc.gov/authorities/names/n83142490,http://isni.org/isni/0000000121407780,60,65,60,73,"64,5",
"Laporte, Paul","Laporte, Paul",http://viaf.org/viaf/65588412,http://id.loc.gov/authorities/names/n88640047,http://isni.org/isni/0000000082532297,100,100,100,100,100,
"Larkin, Oliver W","Larkin, Oliver Waterman",http://viaf.org/viaf/73744954,http://id.loc.gov/authorities/names/nr95021025,http://isni.org/isni/0000000050056265,82,100,81,93,89,
"Larson, Lars Olof",,http://viaf.org/viaf/271398431,,,0,0,0,0,0,
"Lasko, Peter Erik","Lasko, Peter",http://viaf.org/viaf/56671687,http://id.loc.gov/authorities/names/n50034652,http://isni.org/isni/0000000109039292,83,100,81,100,91,
"Lassus, Jean-Bapiste",,http://viaf.org/viaf/68931540,,,0,0,0,0,0,
"Lasteyrie du Saillant, Robert Charles, comte de","Lasteyrie, Robert &#x98;de&#x9C; 1849-1921",http://viaf.org/viaf/89141282,http://id.loc.gov/authorities/names/nr95036675,http://isni.org/isni/0000000116245430,45,48,54,68,"53,75",
"Laurent, Marcel",,http://viaf.org/viaf/193605109,,,,,,,,
"Laurie, Arthur","Laurie, A. P. (Arthur Pillans), 1861-1949",http://viaf.org/viaf/18003890,http://id.loc.gov/authorities/names/nr95021950,http://isni.org/isni/0000000080976847,51,64,54,100,"67,25",
"Lavalleye, Jacques","Lavalleye, Jacques, 1900-1974",http://viaf.org/viaf/24697422,http://id.loc.gov/authorities/names/no91022654,http://isni.org/isni/0000000110228293,79,95,77,100,"87,75",
"Lavedan, Pierre","Lavedan, Pierre, 1885-1982",http://viaf.org/viaf/34459176,http://id.loc.gov/authorities/names/n81007960,http://isni.org/isni/0000000121272302,73,100,74,100,"86,75",
"Lavin, Irving","Lavin, Irving, 1927-....",http://viaf.org/viaf/267460672,http://id.loc.gov/authorities/names/n80131166,http://isni.org/isni/0000000383087676,74,93,83,100,"87,5",
"Lavin, Marilyn Aronberg","Lavin, Marilyn Aronberg.",http://viaf.org/viaf/79087908,http://id.loc.gov/authorities/names/n50034698,http://isni.org/isni/0000000116780695,98,100,100,100,"99,5",
"Lawrence, Arnold Walter","Lawrence, A.W.",http://viaf.org/viaf/97991219,http://id.loc.gov/authorities/names/n82138985,http://isni.org/isni/0000000081690154,65,79,71,80,"73,75",
"Lawrence, Marion",,http://viaf.org/viaf/13544544,,,,,,,,
"Layard, Austen Henry, Sir","Layard, Austen Henry, 1817-1894.",http://viaf.org/viaf/9943394,http://id.loc.gov/authorities/names/n50039774,http://isni.org/isni/0000000110209404,77,88,73,90,82,
"Lazarev, Viktor Mikitich",,http://viaf.org/viaf/53884,,,0,0,0,0,0,
"Le Brun, J.- P.","Lebrun, Jean-Baptiste-Pierre, 1748-1813",http://viaf.org/viaf/29598049,http://id.loc.gov/authorities/names/nr94004892,http://isni.org/isni/0000000121259925,37,60,25,25,"36,75",
"Le Roy, Julien-David","Le Roy, David, 1724?-1803",http://viaf.org/viaf/73964571,http://id.loc.gov/authorities/names/n86135416,http://isni.org/isni/0000000110295023,58,65,59,77,"64,75",
"Lebeer, Louis I. J. J.",,http://viaf.org/viaf/120094815,,,0,0,0,0,0,
"Ledermann, Ida",,http://viaf.org/viaf/72438678,,,0,0,0,0,0,
"Lee, Katharine Caecelia",,http://viaf.org/viaf/24756598,,,0,0,0,0,0,
"Lee, Rensselaer W.","Lee, Rensselaer W., 1937-....",http://viaf.org/viaf/5026673,http://id.loc.gov/authorities/names/n88191519,http://isni.org/isni/0000000080843147,77,100,86,100,"90,75",
"Lee, Sherman E.","Lee, Sherman E.",http://viaf.org/viaf/2567508,http://id.loc.gov/authorities/names/n50038902,http://isni.org/isni/0000000374123612,100,100,100,100,100,
"Lees-Milne, George James Henry",,http://viaf.org/viaf/27059353,,,0,0,0,0,0,
"Lefèvre-Pontalis, Eugène",,http://viaf.org/viaf/89152291,,,0,0,0,0,0,
"Legrand, Francine-Claire","Legrand, Francine-Claire.",http://viaf.org/viaf/49311081,http://id.loc.gov/authorities/names/n90682407,http://isni.org/isni/0000000108989384,98,100,100,100,"99,5",
"Lehmann, Henri","Lehmann, Henri, 1814-1882",http://viaf.org/viaf/72156656,http://id.loc.gov/authorities/names/n87117811,http://isni.org/isni/0000000080555495,72,100,72,100,86,
"Lehmann, Karl Leo Heinrich","Lehmann, Karl, 1894-1960",http://viaf.org/viaf/88942515,http://id.loc.gov/authorities/names/n79133757,http://isni.org/isni/0000000121429082,56,58,55,71,60,
"Lehmann, Phyllis W.","Lehmann, Phyllis Williams, 1912-2004",http://viaf.org/viaf/96583245,http://id.loc.gov/authorities/names/n79126921,http://isni.org/isni/0000000116908142,65,95,67,94,"80,25",
"Lehmann-Haupt, Hellmut","Lehmann-Haupt, Hellmut, 1903-1992",http://viaf.org/viaf/14921947,http://id.loc.gov/authorities/names/n50048303,http://isni.org/isni/0000000108725135,80,100,81,100,"90,25",
"Lehrs, Max","Lehrs, Max, 1855-1938",http://viaf.org/viaf/44386771,http://id.loc.gov/authorities/names/n82165924,http://isni.org/isni/0000000121304263,65,100,64,100,"82,25",
"Leisching, Julius","Leisching, Julius, 1865-1933",http://viaf.org/viaf/52498872,http://id.loc.gov/authorities/names/no2001047431,http://isni.org/isni/0000000055389114,76,100,76,100,88,
"Lemaire, Raymond Marie, Baron",,http://viaf.org/viaf/68953866,,,0,0,0,0,0,
"Lemoisne, Paul-André","Lemoisne, Paul-Andr&#xE9;, 1875-1964",http://viaf.org/viaf/35436465,http://id.loc.gov/authorities/names/n82236343,http://isni.org/isni/0000000121278237,68,95,72,100,"83,75",
"Lemonnier, Henry","Lemonnier, Henry, 1842-1936",http://viaf.org/viaf/19788487,http://id.loc.gov/authorities/names/n84188085,http://isni.org/isni/0000000121231455,74,100,75,100,"87,25",
"Lenoir, Alexandre","Lenoir, Alexandre, 1761-1839.",http://viaf.org/viaf/54258227,http://id.loc.gov/authorities/names/n85089666,http://isni.org/isni/0000000121335852,74,100,76,100,"87,5",
"Lenoir, Alexandre-Albert","Lenoir, Albert, 1801-1891",http://viaf.org/viaf/106967052,http://id.loc.gov/authorities/names/nr2002045949,http://isni.org/isni/000000012096792X,57,58,57,72,61,
"Lermolieff, Iwan",,,,,,,,,,
"Lerner, Abram",,http://viaf.org/viaf/165388646,,,,,,,,
"Leroquais, Victor","Leroquais, Victor, 1875-1946",http://viaf.org/viaf/34551614,http://id.loc.gov/authorities/names/no96063098,http://isni.org/isni/0000000117575044,76,100,76,100,88,
"Leroux, Leroux Smith",,,,,0,0,0,0,0,
"Leroy, Jules","Leroy, Jules, 1903-1979",http://viaf.org/viaf/171803118,http://id.loc.gov/authorities/names/no2011093750,http://isni.org/isni/0000000386892777,72,92,69,100,"83,25",
"Leslie, Charles Robert",,http://viaf.org/viaf/51801435,,,,,,,,
"Lessing, Gotthold Ephraim","Lessing, Gotthold Ephraim, 1729-1781.",http://viaf.org/viaf/9849550,http://id.loc.gov/authorities/names/n79144996,http://isni.org/isni/0000000122762514,83,96,83,100,"90,5",
"Lessing, Julius",,http://viaf.org/viaf/42602323,,,,,,,,
"Lester, C. Edwards","Lester, C. Edwards (Charles Edwards), 1815-1890",http://viaf.org/viaf/33244551,http://id.loc.gov/authorities/names/n50053427,http://isni.org/isni/0000000073574970,55,100,55,100,"77,5",
"Lethaby, W. R.",,http://viaf.org/viaf/49308242,,,,,,,,
"Levey, Michael, Sir",,http://viaf.org/viaf/2493879,,,,,,,,
"Levi D'Ancona, Mirella","Levi d'Ancona, Mirella",http://viaf.org/viaf/71515449,http://id.loc.gov/authorities/names/n83198742,http://isni.org/isni/0000000116689429,93,95,100,100,97,
"Levie, Simon H.","Levie, S.H. (Simon Hijman), 1925-2016",http://viaf.org/viaf/4828886,http://id.loc.gov/authorities/names/nr96023796,http://isni.org/isni/0000000114369739,54,67,58,100,"69,75",
"Lévy, Ernst","Levy, Ernst, 1881-1968",http://viaf.org/viaf/73983109,http://id.loc.gov/authorities/names/n94111530,http://isni.org/isni/0000000113543870,61,91,62,71,"71,25",
"Lewis, Samella","Lewis, Samella S.",http://viaf.org/viaf/46864884,http://id.loc.gov/authorities/names/n84229534,http://isni.org/isni/0000000117614605,90,100,93,100,"95,75",
"Licht, Fred","Licht, Fred, 1928-",http://viaf.org/viaf/32091470,http://id.loc.gov/authorities/names/n50000178,http://isni.org/isni/0000000118447730,76,100,80,100,89,
"Lichtwark, Alfred","Lichtwark, Alfred, 1852-1914",http://viaf.org/viaf/39529366,http://id.loc.gov/authorities/names/n85250234,http://isni.org/isni/0000000121290797,76,100,76,100,88,
"Lieberman, Bill",,http://viaf.org/viaf/109190713,,,,,,,,
"Liebreich, Aenne",,http://viaf.org/viaf/10810951,,,,,,,,
"Lightbown, R. W.",,http://viaf.org/viaf/34472815,,,,,,,,
"Ligorio, Pirro",,http://viaf.org/viaf/314494,,,,,,,,
